title,slug,url,metasearch_url,description,short_description,media_url,group_info,created,updated,ontology_terms,license,category
ISA,isa,https://www2.unil.ch/cbg/index.php?title=ISA,,"The Iterative Signature Algorithm (ISA) was designed to reduce the complexity of very large sets of data by decomposing it into so-called ""modules"". In the context of gene expression data these modules consist of subsets of genes that exhibit a coherent expression profile only over a subset of microarray experiments. Genes and arrays may be attributed to multiple modules and the level of required coherence can be varied resulting in different ""resolutions"" of the modular mapping.",Finding modules in gene expression data,,"<p>Developed by the <a href=""https://www.sib.swiss/sven-bergmann-group"" rel=""noopener noreferrer nofollow"">Computational Biology group</a>.</p>",2020-07-01T18:20:43+00:00,2024-08-21T13:10:22+00:00,"Expression profile clustering, Medical informatics, Training material",,Transcriptomics
ExpressionView,expressionview,https://www2.unil.ch/cbg/index.php?title=ExpressionView,,"ExpressionView is an R package that provides an interactive environment to explore biclusters identified in gene expression data. A sophisticated ordering algorithm is used to present the biclusters in a visually appealing layout. From this overview, the user can select individual biclusters and access all the biologically relevant data associated with it. The package is aimed to facilitate the collaboration between bioinformaticians and life scientists who are not familiar with the R language.",Biclusters identified in gene expression data,,"<p>Developed by the <a href=""https://www.sib.swiss/sven-bergmann-group"" rel=""noopener noreferrer nofollow"">Computational Biology group</a>.</p>",2020-07-01T18:24:34+00:00,2024-08-16T13:46:19+00:00,"Training material, Expression profile clustering, Expression data, Visualisation, Expression data, Visualisation",,Transcriptomics
ISMARA,ismara,https://ismara.unibas.ch/mara/,,"MARA models genome-wide expression (RNA-Seq, microarray) and epigenetic (ChIP-Seq) data in terms of our genome-wide annotations of regulatory sites. For a given expression data-set it infers the key transcription regulators, their condition-dependent activities, and their genome-wide targets.",Webservice for gene expression and epigenetic data analysis,https://www.youtube.com/watch?v=oma9RDHk9ww,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/erik-van-nimwegen-group"" rel=""noopener noreferrer nofollow"">Genome Systems Biology group</a>&nbsp;and supported by the&nbsp;<a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2020-07-01T18:29:43+00:00,2025-03-11T11:52:59+00:00,"RNA-Seq analysis, Expression profile pathway mapping, Gene regulation, Gene regulatory network analysis, Transcription factors and regulatory sites, Online course, Training material, Microarray hybridisation data, cel, RNA-Seq, ChIP-seq, BED, BAM, SAM, Functional, regulatory and non-coding RNA, FASTQ, cis-regulatory element prediction, Workflows, Sequence report",Terms of Use,"Genomics, Systems Biology, Transcriptomics"
Phylogibbs,phylogibbs,https://www.phylogibbs.unibas.ch/cgi-bin/phylogibbs.pl,,"Phylogibbs is an algorithm for discovering regulatory sites in a collection of DNA sequences, including multiple alignments of orthologous sequences from related organisms.The algorithm uses a Gibbs sampling strategy, takes the phylogenetic relationships of the input sequences rigorously into account, and assigns realistic posterior probabilities to reported sites using a novel annealing+tracking strategy.",Regulatory sites in a collection of DNA sequences,,"<p>Developed by the <a href=""https://www.sib.swiss/erik-van-nimwegen-group"" rel=""noopener noreferrer nofollow"">Genome Systems Biology group</a> and supported by the <a href=""https://www.sib.swiss"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2020-07-01T18:43:30+00:00,2024-10-24T14:12:47+00:00,"DNA sequence, FASTA, Transcription factors and regulatory sites, Sequence set (nucleic acid), Nucleic acid sequence analysis, Workflows, FASTA-like (text), Sequence motif discovery, Sequence set (nucleic acid), Nucleic acid sequence analysis, Workflows, FASTA-like (text), Sequence motif discovery",,"Genomics, Systems Biology"
pROC,proc,https://web.expasy.org/pROC/,,"A package (R, S+) to visualize, smooth and compare receiver operating characteristic (ROC curves)","Visualize, smooth and compare ROC curves",,"<p>Developed by the <a href=""https://www.sib.swiss/frederique-lisacek-group"" rel=""noopener noreferrer nofollow"">Proteome Informatics group</a>.</p>",2020-07-01T18:45:50+00:00,2024-07-18T09:12:14+00:00,"Classification, Data visualisation, Statistics and probability",GPL 3,Proteins & Proteomes
ScanProsite,scanprosite,https://prosite.expasy.org/scanprosite/,,"Scan protein sequence(s) against PROSITE, or search for hits by specific motif(s) in protein sequence database(s). ScanProsite may be used alternatively in quick scan mode or advanced scan mode.",Protein sequences against PROSITE,,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow""><u>Swiss-Prot group</u></a>&nbsp;and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-07-01T18:48:11+00:00,2025-02-11T10:22:31+00:00,"Protein sites, features and motifs, Function analysis, Protein structure analysis, Protein interactions, Sequence profile alignment, Sequence classification, Protein feature detection, Sequence database search, Protein signature, Sequence signature matches, Protein sequence, Gene and protein families, PDB ID, UniProt accession, Prosite accession number, UniProt ID, PNG, FASTA-like (text), Protein secondary structure image, Protein secondary structure image",PROSITE license,Proteins & Proteomes
SwissOrthology,swissorthology,https://swissorthology.ch/service/search,,"SwissOrthology is as a joint interface to OMA (“Orthologous MAtrix”) and OrthoDB to search for hierarchical orthologs groups for a UniProt protein. It also provides guidance to help prospective users determine which resource is best suited to their needs.  Resources included are OMA, OrthoDB, Orthology Benchmarking, BUSCO and OMArk.

💡 SwissOrthology includes world-leading orthology and comparative genomic resources.",One-stop shop for orthologs,https://www.youtube.com/watch?v=Oio25DVy9Yg,"<p>Developed by the <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/christophe-dessimoz-natasha-glover-group"" tt-mode=""url"">Comparative Genomics group</a> and the <a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/evgeny-zdobnov-evgenia-kriventseva-group"" tt-mode=""url""><u>Computational Evolutionary Genomics group</u></a> and supported by the&nbsp;<a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/database-software-tools/sib-resources"" tt-mode=""url""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-07-02T13:44:05+00:00,2024-11-11T09:38:06+00:00,"Sequence similarity search, Phylogenetic analysis, Training material, Protein sequence, Query and retrieval, Service discovery, Evolutionary biology, NCBI taxonomy ID, UniProt accession, Taxon, FASTA-like (text), Phylogenetics, Protein sequence, Query and retrieval, Service discovery, Evolutionary biology, NCBI taxonomy ID, UniProt accession, Taxon, FASTA-like (text), Phylogenetics",,"Genes & Genomes, Evolution & Phylogeny"
SwissDrugDesign,swissdrugdesign,https://www.molecular-modelling.ch/swiss-drug-design.html,,"SwissDrugDesign is a suite of web-based computer-aided drug design tools, from molecular docking (SwissDock) to pharmacokinetics and druglikeness (SwissADME), through virtual screening (SwissSimilarity), lead optimization (SwissBioisostere) and target prediction of small molecules (SwissTargetPrediction).

💡 SwissDrugDesign offers a comprehensive and integrated web-based drug design environment.",Widening access to computer-aided drug design,https://www.youtube.com/watch?v=HiPV-3vFMxw,"<p>Developed by the <a href=""https://www.sib.swiss/olivier-michielin-vincent-zoete-group"" rel=""noopener noreferrer nofollow"">Molecular Modelling group</a> and supported by the <a href=""https://www.sib.swiss/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2020-07-06T07:14:50+00:00,2024-10-21T15:13:10+00:00,"Small molecules, Drug discovery, Protein interactions, Protein-ligand docking, Molecular modelling, Structural similarity search, Medicinal chemistry, Drug metabolism, Design, Service discovery, Drug development, Drug development, Protein sequence, Protein structure, Small molecule structure, Drug report, Pharmacology",CC BY 4.0,"Drug design, Medicinal chemistry"
SwissRegulon Portal,swissregulon-portal,https://swissregulon.unibas.ch/pages/,,"The SwissRegulon Portal provides resources for regulatory genomics, including ISMARA for the automated inference of regulatory networks, CRUNCH for the automated analysis of ChIPseq data, and REALPHY for reconstructing phylogenies from raw sequence data.

💡Genome-wide annotations of regulatory sites and motifs for 6 model organisms are also available.",Tools and data for regulatory genomics,https://www.youtube.com/playlist?list=PLoCxWrRWjqB0ROUJdTcHJF7x2PJdia91g,"<p>Developed by the <a href=""https://www.sib.swiss/erik-van-nimwegen-group"" rel=""noopener noreferrer nofollow"">Genome Systems Biology group</a> and supported by the <a href=""https://www.sib.swiss/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2020-07-06T07:19:42+00:00,2024-10-24T09:36:05+00:00,"Peak calling, Sequence motif discovery, Transcription factors and regulatory sites, Sequence alignment, Service discovery, Sequence sites, features and motifs, Model organisms, Phylogeny, DNA replication and recombination, Sequence sites, features and motifs, Model organisms, Phylogeny, DNA replication and recombination, Phylogenetic analysis, Gene regulatory network prediction, Genome visualisation, Genome annotation, cis-regulatory element prediction, Gene regulation, Gene regulation",,"Genes & Genomes, Genomics, Transcriptomics, Evolution & Phylogeny, Systems Biology"
SWISS-MODEL,swiss-model,https://swissmodel.expasy.org/,,"SWISS-MODEL includes the SWISS-MODEL Repository and the SWISS-MODEL Workspace. It is the automated protein structure homology-modelling platform for generating 3D models of a protein using a comparative approach, and database of annotated models for key reference proteomes based on UniProtKB.

💡 Easy-to-use web-based platform processing over two million model requests per year, providing model information for experts and non-specialists.",Protein structure homology-modelling,https://www.youtube.com/watch?v=W2Sy3ZUjE88&list=PLoCxWrRWjqB3A1Jhs_HSbED9Z3ViH--bI,"<p>Developed by the <a href=""https://www.sib.swiss/torsten-schwede-group"" rel=""noopener noreferrer nofollow"">Computational Structural Biology group</a> and supported by the <a href=""https://www.sib.swiss/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p><p>SWISS-MODEL is an&nbsp;<a href=""https://elixir-europe.org/platforms/data/core-data-resources"" rel=""noopener noreferrer nofollow""><u>ELIXIR Core Data Resource</u></a><u>.</u></p>",2020-07-06T07:25:23+00:00,2024-10-03T12:25:35+00:00,"Protein modelling, Molecular modelling, Protein structure analysis, Protein structure validation, Training material, Service discovery",CC BY-SA 4.0,"Proteins & Proteomes, Structural Biology"
Computational Linguistics for COVID-19,computational-linguistics-for-covid-19,https://covid19.nlp.idsia.ch/,,"Our goal is to process automatically COVID19-related scientific publications, in order to detect mentions of domain-specific entities of particular relevance (such as genes, symptoms, drugs, organs, etc.). The primary purpose of this work is enhancing accessibility to the literature, for example, simplifying the search of papers dealing with a particular gene, or identifying unexpected connections between different entities.

This resource supports COVID-19 / SARS-CoV-2 research.",Central hub in computational linguistics for COVID-19,,"<p>Developed by the <a href=""https://www.sib.swiss/fabio-rinaldi-group"" rel=""noopener noreferrer nofollow"">BioMeXT group</a>.</p>",2020-07-14T07:46:47+00:00,2024-08-15T14:43:29+00:00,"Virology, Public health and epidemiology, Data handling, Text annotation, Information retrieval, Literature search, Named-entity and concept recognition",,Text mining & Machine learning
V-pipe SARS-CoV-2,v-pipe-sars-cov-2,https://cbg-ethz.github.io/V-pipe/sars-cov-2/,,"Version of V-pipe specifically adapted to analyze high-throughput sequencing data of SARS-CoV-2. The V-pipe sars-cov2 branch is continuously updated with improvements and extensions, including on the visualization and reporting of results.

This resource supports COVID-19 / SARS-CoV-2 research.",V-pipe pipeline for SARS-CoV-2 sequencing data,https://www.youtube.com/watch?v=pIby1UooK94,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/niko-beerenwinkel-group"" rel=""noopener noreferrer nofollow""><u>Computational Biology group</u></a>&nbsp;and supported by the&nbsp;<a href=""https://www.sib.swiss"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-07-14T08:10:17+00:00,2024-09-13T11:27:52+00:00,"Virology, Sequence variations, Workflows, Public health and epidemiology, Infectious disease, Public health and epidemiology, Infectious disease, Training material, Nucleic acid sequence, GZIP format, CSV, VCF, Nucleic acid sequence analysis, Variant calling, Haplotype mapping, FASTQ, Training material, Nucleic acid sequence, GZIP format, CSV, VCF, Nucleic acid sequence analysis, Variant calling, Haplotype mapping, FASTQ",Apache License,"Population genetics, Genomics"
COVTriage,covidtriage,https://candy.hesge.ch/COVTriage/,,"COVTriage is a search engine developed as part of SIBiLS (Swiss Institute of Bioinformatics Literature Services), which purpose is to rank the COVID-19 literature (Medline, PMC, Cord-19) according to the 9 axes of the COVoc ontology (controlled vocabulary to support literature triage for COVID-19). This resource supports COVID-19 / SARS-CoV-2 research.",Rank the COVID-19 literature according to COVoc ontology,,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/patrick-ruch-group"" rel=""noopener noreferrer nofollow""><u>Text Mining group</u></a>.</p>",2020-07-22T16:02:32+00:00,2022-11-03T12:19:39+00:00,"Virology, Literature search",,Text mining & Machine learning
TASmania,tasmania,https://shiny.bioinformatics.unibe.ch/apps/tasmania/,,"TASmania is a database compiling over 2 million putative Toxin-Antitoxin loci (TAS) from over 41,000 bacterial genome assemblies, and enables users to identify and discover existing and new TAS in a given genome. For other genomes (not found in TASmania) please use TASer.",Toxin-antitoxin database,https://www.youtube.com/watch?v=Mo-fhr1Ee5U,"<p>Developed by the <a href=""https://www.sib.swiss/laurent-falquet-group"" rel=""noopener noreferrer nofollow"">Bioinformatics Unravelling group (BUGFri)</a>.</p>",2020-07-24T12:39:30+00:00,2024-08-15T09:42:59+00:00,"Gene functional annotation, Genome annotation, Gene and protein families, Function analysis, Microbiology, Query and retrieval",,Genomics
TASer,taser,https://shiny.bioinformatics.unibe.ch/apps/taser/,,TASer is a search tool associated to the TASmania database. It allows searching for potential TAS in any genome smaller than 10Mbp.,Search tool associated to TASmania,https://www.youtube.com/watch?v=Mo-fhr1Ee5U,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/laurent-falquet-group"" rel=""noopener noreferrer nofollow"">Bioinformatics Unravelling group (BUGFri)</a>.</p>",2020-07-24T12:42:30+00:00,2024-07-31T09:44:32+00:00,"Gene functional annotation, Genome annotation, Gene and protein families, Function analysis, Microbiology",,Genomics
OMA SPARQL endpoint,oma-sparql-endpoint,https://sparql.omabrowser.org/lode/sparql,,"OMA is a project that aims to identify orthologs among publicly available, complete genomes. With many hundreds of genomes analyzed to date, OMA is one of the largest projects of its kind.",SPARQL access to the OMA Orthology database,,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/christophe-dessimoz-natasha-glover-group"" rel=""noopener noreferrer nofollow"">Comparative Genomics group</a>&nbsp;and supported by the&nbsp;<a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2020-08-27T12:09:07+00:00,2024-10-16T12:22:08+00:00,"SPARQL, Query and retrieval, Phylogenetic data, Evolutionary biology, NCBI taxonomy ID, UniProt accession, Taxonomic classification, Phylogenetics, Phylogenetic data, Evolutionary biology, NCBI taxonomy ID, UniProt accession, Taxonomic classification, Phylogenetics",CC BY-SA 2.5,Evolution & Phylogeny
Bgee SPARQL endpoint,bgee-sparql-endpoint,https://www.bgee.org/sparql/,,"Bgee includes a knowledgebase with expert curation and a software tool for gene expression data (including all types of transcriptomes). Bgee allows retrieval and comparison of expression patterns between animals, human, model organisms and diverse species of evolutionary or agronomical relevance.

💡 Bgee is the only resource to provide homologous gene expression between species.",SPARQL access to the Bgee gene expression database,,"<p>Developed by the&nbsp;<a target=""_self"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/marc-robinson-rechavi-frederic-bastian-group"" tt-mode=""url"">Evolutionary Bioinformatics group</a>&nbsp;and supported by the&nbsp;<a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss"" tt-mode=""url"">SIB Swiss Institute of Bioinformatics</a><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" tt-mode=""url"">.</a></p><p>Bgee SPARQL endpoint is an <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://elixir-europe.org/platforms/interoperability/rirs"" tt-mode=""url"">ELIXIR Recommended Interoperability Resource</a>.</p>",2020-08-27T12:22:02+00:00,2024-09-11T11:24:33+00:00,"RNA-Seq, Microarray experiment, Anatomy, SPARQL, Query and retrieval, Query and retrieval, Developmental biology, Developmental biology, Training material, Gene name, UniProt accession, Ensembl gene ID, Gene expression profile, Gene expression profile",CC0,"Evolution biology, Transcriptomics"
OrthoDB SPARQL endpoint,orthodb-sparql-endpoint,https://sparql.orthodb.org/,,"OrthoDB is the most comprehensive catalog of evolutionary and functional annotations of hierarchical groups of orthologs, from Bacteria, Eukaryotes, and Viruses. Visualization of hierarchical relations facilitates navigation on the levels of orthology, from more finely-resolved to more general groups of orthologs.",SPARQL access to the OrthoDB catalog of orthologs,,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/evgeny-zdobnov-group"" rel=""noopener noreferrer nofollow"">Computational Evolutionary Genomics group</a>&nbsp;and supported by the&nbsp;<a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2020-08-31T09:49:24+00:00,2024-10-14T14:59:34+00:00,"SPARQL, Function analysis, Query and retrieval, Virology, Virology, Phylogenetic data, Evolutionary biology, Gene name, RefSeq accession, InterPro accession, UniProt accession, GenBank accession, Ensembl gene ID, Phylogenetics, Evolutionary biology, Gene name, RefSeq accession, InterPro accession, UniProt accession, GenBank accession, Ensembl gene ID, Phylogenetics",CC BY 4.0,Evolution & Phylogeny
LEMMI,lemmi,https://www.ezlab.org/lemmi.html,,"Novel concept of a benchmarking platform of computational tools for metagenome composition assessments that introduces: a continuous integration of tools, their multi-objective ranking, and an effective distribution through software containers. We see it as eventually becoming a community-driven effort where method developers can showcase novel approaches and get unbiased benchmarks for publications, while users can make informed choices and obtain standardised and easy-to-use tools.",Continuous benchmarking of methods for metagenomics,,"<p>Developed by the <a href=""https://www.sib.swiss/evgeny-zdobnov-group"" rel=""noopener noreferrer nofollow""><u>Computational Evolutionary Genomics group</u></a>.</p>",2020-08-31T09:54:20+00:00,2024-10-16T08:44:34+00:00,"Species frequency estimation, Sample comparison, Read binning, Taxonomic classification, Sequence set, YAML, JSON, Docker image format, Workflows, Data quality management, Metagenomics",,Metagenomics
HAMAP SPARQL endpoint,hamap-sparql-endpoint,https://hamap.expasy.org/sparql,,"A SPARQL endpoint using the annotation rules from the HAMAP protein classification and annotation system, which can be used to automatically generate Swiss-Prot style annotation, based on protein family membership. HAMAP rules have been translated into queries in the W3C standard SPARQL 1.1 syntax, and can be used to generate portable genome and proteome annotation pipelines, to be run without recourse to custom software.",SPARQL access to the HAMAP annotation rules,,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow""><u>Swiss-Prot group</u></a>&nbsp;and supported by the&nbsp;<a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-10-27T11:03:40+00:00,2025-02-12T16:05:13+00:00,"Gene and protein families, Protein sites, features and motifs, Microbiology, HAMAP ID, Protein signature, Protein family report, UniProt accession, Sequence profile, Protein sequence alignment, SPARQL, EC number, Workflows, Sequence database search, Virology, Virology",CC BY-ND 4.0,Proteins & Proteomes
UniProt SPARQL endpoint,uniprot-sparql-endpoint,https://sparql.uniprot.org,,"Use SPARQL to express queries across diverse data sources, such as UniProt and its supporting datasets as well as other databases that provide this technology. This allows powerful queries as if the queried databases were installed locally.

💡 The world's largest public SPARQL endpoint with 190 billion triples.",SPARQL access to UniProt and related data,https://www.youtube.com/watch?v=8tgejYIrUYQ,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow""><u>Swiss-Prot group</u></a>&nbsp;and UniProt partners at EMBL-EBI and PIR, and supported by the&nbsp;<a href=""https://www.sib.swiss/"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-10-27T11:07:43+00:00,2024-11-11T15:11:26+00:00,"Query and retrieval, Protein sites, features and motifs, Data submission, annotation and curation, Molecular interactions, pathways and networks, Function analysis, Protein structure analysis, UniProt accession, Protein sequence record, SPARQL, Classification, Sequence variations, ChEBI ID, EC number, Training material, UniProt keyword, Model organisms, PDB ID, OMIM ID, GO concept ID, NCBI taxonomy ID, PubMed ID",CC BY 4.0,Proteins & Proteomes
OrthoLoger,orthologer,https://orthologer.ezlab.org/,,"This software, used to delineate orthologs in OrthoDB, is freely available for standalone computations. It is based on pair-wise assessments of protein sequence homology between complete genomes and subsequent clustering. Orthologer includes an optional mode to perform hierarchical computation of orthology guided by a user-provided organism taxonomy.",Accurate and scalable inference of groups of orthologs,,"<p>Developed by the <a href=""https://www.sib.swiss/evgeny-zdobnov-group"" rel=""noopener noreferrer nofollow"">Computational Evolutionary Genomics group</a>.</p>",2020-10-29T07:59:19+00:00,2024-10-16T11:57:29+00:00,"Protein function prediction, Sequence clustering, Function analysis, Evolutionary biology, Virology, Phylogenetics, Function analysis, Evolutionary biology, Virology, Phylogenetics, Sequence set, Phylogenetic analysis, Phylogenetic data, Docker image format, FASTA-like (text), newick, NCBI taxonomy ID, Sequence annotation, Sequence annotation",,Evolution & Phylogeny
rawrr,rawrr,https://bioconductor.org/packages/release/bioc/html/rawrr.html,,"The rawrr R package provides an interface for Thermo Fisher Scientific raw files branched from rawDiag. This package wraps the functionality of the RawFileReader .NET assembly. Within the R environment, spectra and chromatograms are represented by S3 objects.",R package for fast reading Thermo Fisher Scientific MS data,,"<p>Developed by the <a target=""_blank"" href=""https://www.sib.swiss/christian-panse-group"" tt-mode=""url"" title=""Proteome Informatics FGCZ"">Proteome Informatics group</a> at the Functional Genomics Center Zurich.</p>",2020-11-12T07:01:35+00:00,2025-04-24T08:22:16+00:00,"Query script, raw, Query and retrieval, Parsing, Filtering, Aggregation, Protein identification, Mass spectrum visualisation, Omics, Proteomics",GPL 3,"Metabolomics, Proteins & Proteomes"
ASAP,asap,https://asap.epfl.ch/,,"ASAP (Automated Single-cell Analysis Portal) is a web-based, collaborative portal aimed at rendering single-cell 'omics data analyses more accessible to researchers. No installation is required and standardized analyses can be run in minutes without requiring significant computing power.

💡 ASAP features the single-cell transcriptomes for the Human Cell Atlas and the Fly Cell Atlas.","Web-based, cooperative portal for single-cell data analyses",https://www.youtube.com/watch?v=OjFamgLC_8M,"<p>Developed by the <a href=""https://www.sib.swiss/bart-deplancke-group"" rel=""noopener noreferrer nofollow"">Laboratory of Systems Biology and Genetics (LSBG) group</a> and supported by the <a href=""https://www.sib.swiss/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a><a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">.</a></p>",2020-11-16T15:15:41+00:00,2024-10-14T14:15:40+00:00,"RNA-Seq analysis, Multiple sample visualisation, Principal component visualisation, Scatter plot plotting, Gene-set enrichment analysis, Workflows, Count matrix, Clustered expression profiles, Microarray metadata, Gene expression, Loom, Training material, Textual format, ZIP format, HDF5, TAR format, Deposition",GPL 3,Transcriptomics
PolyAsite,polyasite,https://polyasite.unibas.ch/,,"PolyASite is a reference resource for the study of alternative cleavage and polyadenylation (APA) of messenger RNAs in H.sapiens, M.musculus and C.elegans. PolyASite was curated from many data sets, obtained from many cell types and by different techniques designed to specifically capture RNA 3’ ends. The resource facilitates efficient finding, exploration and export of poly(A) sites, and includes estimates of the relative use of each site across all of the analyzed samples.",Database of curated RNA polyadenylation sites,,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/mihaela-zavolan-group"" rel=""noopener noreferrer nofollow"">RNA Regulatory Networks group</a>.</p>",2020-11-18T12:34:41+00:00,2024-09-12T09:36:56+00:00,"Gene regulatory network analysis, RNA splicing, Genome annotation, Expression analysis, Data integration and warehousing",,Transcriptomics
Rhea SPARQL endpoint,sparql-rhea-db-org,https://sparql.rhea-db.org,,"SPARQL access to Rhea, an expert-curated knowledgebase of chemical and transport reactions of biological interest - and the standard for enzyme and transporter annotation in UniProtKB. Rhea uses the ChEBI (Chemical Entities of Biological Interest) ontology to describe reaction participants and their transformations. Rhea reactions are extensively curated with links to source literature and are mapped to other resources e.g. SwissLipids, MetaNetX, Gene Ontology (GO), Reactome and BioCyc.",SPARQL access to the Rhea knowledgebase,https://www.youtube.com/watch?v=9S-A4gBz8Cg,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2020-11-25T10:00:22+00:00,2024-11-11T10:42:44+00:00,"Molecular interactions, pathways and networks, Enzymes, Small molecules, Cheminformatics, Reaction data, Reaction ID (Rhea), Structural similarity search, SPARQL, Query and retrieval, ChEBI ID, EC number, RDF format, OWL format, RDF format, OWL format, InChIKey, Pathway ID (reactome), PubMed ID, Pathway ID (KEGG), SMILES string, Training material",CC BY 4.0,"Systems Biology, Proteins & Proteomes, Metabolomics"
SPSP | Swiss Pathogen Surveillance Platform,spsp,https://spsp.sib.swiss/,,"Public portal of the Swiss Pathogen Surveillance Platform (SPSP), a secure One-health online platform that enables near real-time sharing under controlled access of pathogen whole genome sequences and their associated sensitive clinical/epidemiological metadata.

This resource supports COVID-19 / SARS-CoV-2, influenza, RSV, as well as bacterial surveillance and research.",Public Swiss pathogen NGS data,,"<p>Developed by the&nbsp;<a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/clinical-bioinformatics"" tt-mode=""url""><u>Clinical Bioinformatics group</u></a>, in collaboration with the University Hospitals of Basel, Geneva, Lausanne; VetSuisse Bern and Zurich; and the Universities of Basel, Bern and Zurich. Supported by the <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/database-software-tools/sib-resources"" tt-mode=""url"">SIB Swiss Institute of Bioinformatics</a><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" tt-mode=""url"">.</a></p>",2020-12-01T11:25:05+00:00,2025-03-17T16:05:42+00:00,"Sequence alignment, Infectious disease, Public health and epidemiology, Microbiology, Virology, Nucleic acid sequence, NCBI taxonomy ID, TSV, Sequence visualisation, Sequence visualisation, Sequence variations, Multiple sample visualisation",,Genes & Genomes
SIBiLS,sibils,https://sibils.org/,,"SIBiLS (Swiss Institute of Bioinformatics Literature Services) provide personalized information retrieval from the biological literature. SIBiLS allow fully customizable search in semantically enriched contents, based on keywords, and/or mapped biomedical entities from a growing set of standardized and legacy vocabularies. Built on modern technologies scalable to big data, SIBiLS are freely accessible via REST APIs and are ready to empower any curation workflow.",Personalized information retrieval from the literature,https://www.youtube.com/watch?v=28ogsBJYgLQ,"<p>Developed by the <a href=""https://www.sib.swiss/patrick-ruch-group"" rel=""noopener noreferrer nofollow"">Text Mining group</a>.</p>",2020-12-01T16:16:51+00:00,2024-11-04T14:25:53+00:00,"Data handling, Literature search, Text annotation, Named-entity and concept recognition, Information retrieval, Biomedical science, Ontology, Natural language processing, Genomics, BioC, JSON, Text, Workflows, Biodiversity",CC BY 4.0,Text mining & Machine learning
